iot_device_id,group,update_version,is_runnable,sensor_a,sensor_b,sensor_c
3,B,0.0,True,0.0,0,0
3,B,0.0,True,0.0,0,0
3,B,0.0,True,0.6,-4,2
3,B,0.0,True,0.8,0,3
3,B,0.0,True,0.8,0,3
3,B,0.0,True,1.4,-7,10
3,B,0.0,True,2.0,-15,14
3,B,0.0,True,2.0,-15,14
3,B,0.0,True,2.0,-15,14
3,B,0.0,True,1.1,-18,10
3,B,0.0,True,1.1,-18,10
3,B,0.0,True,1.1,-18,10
3,B,0.0,True,0.9000000000000001,-22,18
3,B,0.0,True,0.9000000000000001,-22,18
3,B,0.0,True,0.9000000000000001,-22,18
3,B,0.0,True,0.8000000000000002,-13,13
3,B,0.0,True,0.8000000000000002,-13,13
3,B,0.0,True,0.8000000000000002,-13,13
3,B,0.0,True,1.7000000000000002,-10,21
3,B,0.0,True,2.3000000000000003,-11,23
3,B,0.0,True,3.2,-10,18
3,B,0.0,True,3.3000000000000003,-13,27
3,B,0.0,True,3.3000000000000003,-13,27
3,B,0.0,True,3.3000000000000003,-13,27
3,B,0.0,True,3.3000000000000003,-13,27
3,B,0.0,False,3.9000000000000004,-18,32
